Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Payment Type,Payment_Cash,Payment_Stock,Payment_Debt,TV/EBITDA,Target Ticker,Acquirer Ticker,Currency of Deal,Current/Completed Total Value,Deal Attributes,Current Target SIC Code,Current Acquirer SIC Code,Target Total Assets,Acquirer Total Assets,Acquirer Current Market Cap,Acquirer Price Earnings Ratio (P/E),Target Trailg 12Mth Dividend per Shar,Acquirer Trailg 12Mth Dividend per Shar,Target Dividend Payout Ratio,Acquirer Dividend Payout Ratio,Target Market Value of Equity,Acquirer Market Value of Equity,Acquirer Total Return Year To Date Pct,Target Trailg 12Mth Cashflow Net Inc,Acquirer Trailg 12Mth Cashflow Net Inc,Target R & D Expenditures,Acquirer R & D Expenditures,Target Inventories,Acquirer Inventories,Acquirer - Price Change 1 Year Percent (CHG_PCT_1Y),Acquirer - Price Change 5 Day Percent (CHG_PCT_5D),Acquirer Trailing 12 Mth COGS,Target Trailing 12 Mth COGS,Acquirer Trailing 12 month EBITDA per Share,Target Trailing 12 month EBITDA per Share,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Return on Common Equity,Acquirer Return on Common Equity,Target EBITDA(Earn Bef Int Dep & Amo),Acquirer EBITDA(Earn Bef Int Dep & Amo),Target Operating Margin,Acquirer Operating Margin,Target Total Debt to Total Assets,Acquirer Total Debt to Total Assets,Target Total Debt to Total Equity,Acquirer Total Debt to Total Equity,Target EBIT to Total Interest Expense,Acquirer EBIT to Total Interest Expense,Target Current Ratio,Acquirer Current Ratio,Target Financial Leverage,Acquirer Financial Leverage,Target GeoGrwth - Cash Flow per Share,Acquirer GeoGrwth - Cash Flow per Share,Target Net Income/Net Profit (Losses),Acquirer Net Income/Net Profit (Losses),Target Net Revenue Growth,Acquirer Net Revenue Growth,Target Asset Growth,Acquirer Asset Growth,Target Geometric Growth-EBITDA Tot Mkt VaL,Acquirer Geometric Growth-EBITDA Tot Mkt VaL
2015-06-22,Martha Stewart Living Omnimedia Inc,SQBG Inc,510.75,Cash or Stock,1,1,0,,MSO US,1350017D US,USD,315.61,Company Takeover,2721,2389,121.479,,,,,,,,342.68,,,0.045,,,,,,,,,36.127,,0.0361696,141.916,,0.0728279,,-3.478,,-5.51876,,,,,,,,2.23486,,1.93911,,,,-5.058,,,,-18.1226,,,
2013-01-02,Zipcar Inc,Avis Budget Group Inc,509.92,Cash,1,0,0,10.77,1884811D US,CAR US,USD,509.92,Company Takeover,7510,7510,,31257,3287.69,,,,,,330.602,4491.2,-27.7198,,-889,,,,,25.165,-0.819236,5857,,130.767,1.18674,,11652,6.25909,,,4394,,3.73326,,91.3555,,,,0.324627,,0.724472,,,,57.0475,,-889,,,,7.63059,,-2.04451
2008-08-06,Gener8 Maritime Subsidiary III Ltd,Gener8 Maritime Inc/Old,509.63,Stock,0,1,0,10.88,ATB US,GMRRQ US,USD,391.33,Company Takeover,4412,4412,349.309,,,,2.28,,308.491,,238.39,1.82558,,10.823,,,,,,,,,36.311,0.00333548,2.89084,70.199,,10.4256,-65.8642,47.755,,45.7457,,65.7011,,216.077,,2.3447,,3.13509,,3.00938,,,,11.707,,,,-3.87993,,,
2016-05-02,OPOWER Inc,Oracle Corp,509.40,Cash,1,0,0,,OPWR US,ORCL US,USD,509.40,"Company Takeover, Tender Offer",,7372,173.761,168361,418989,26.6359,,1.9,,38.1042,363.538,580202,-24.0563,-45.036,15425,54.095,9860,,303,-9.01802,1.10127,19193,58.625,9.06588,-0.645671,148.691,57399,-53.4787,70.5998,-32.053,25568,-29.1847,30.7984,,64.7133,,519.586,-885.612,4.94075,1.26931,0.752964,2.00216,10.6101,,12.7785,-44.859,12443,,,-5.81906,19.4253,,13.3367
1998-06-29,Physio-Control Inc,Medtronic PLC,508.53,Stock,0,1,0,26.93,811776Q US,MDT US,USD,,Company Takeover,3845,3845,,91680,123689,21.9983,,2.84,,76.9841,466.31,129466,0.218612,,4614,,2732,,5476,2.07847,-0.320413,12470,,7.10774,1.12504,,33537,17.1838,9.38072,,9048,,17.7565,,32.3146,,61.3934,,8.16872,,1.84906,,1.84919,,0.307479,,4662,,,,1.88818,,-6.1538
1999-04-28,Lawter International Inc,Eastman Chemical Co,508.15,Cash and Debt,1,0,1,11.61,LAW US,EMN US,USD,508.15,Company Takeover,7372,2821,173.639,14859,8249.24,14.8766,,3.33,,80.5907,490.929,7279.59,14.0686,-44.372,474,56.596,255,,1980,-23.0362,-5.48496,6908,39.425,11.2316,-0.721634,156.849,8752,-32.1978,8.07496,-41.778,1370,-30.6817,8.86654,4.01465,33.3804,5.44154,82.16,,3.31624,3.78436,1.37443,1.28422,2.5615,,-4.664,-44.372,474,,,-3.70508,-2.32696,,-8.54961
2002-06-17,Mississippi Valley Bancshares Inc,Marshall & Ilsley Corp,505.37,Cash and Stock,1,1,0,,MVBI US,2213185D US,USD,491.98,"Company Takeover, Tender Offer",6022,6022,,50832,,,,0.04,,,493.504,,,,-517.107,,,,,,,,,,,,3043.15,17.5976,,,,,-36.9821,,10.3412,,82.9268,,,,,,10.9438,,-5.06901,,-515.871,,-2.14712,,-11.1485,,
2002-06-10,Gray MidAmerica Television Inc,Gray Media Inc,502.50,Cash,1,0,0,,STHAA US,GTN US,USD,502.50,"Company Takeover, Bankruptcy/Liquidation",,4833,,10542,590.218,,,0.32,,,,493.694,6.40496,,-85,,,,,40.1084,10.3412,2239,,6.66656,,,3095,,1.86026,,1136,,27.496,,54.003,,194.102,,1.79536,,1.02657,,4.72654,,,,-137,,,,,,
2000-10-03,CapRock Communications Inc,McLeodUSA Inc/Old Pre 2002,500.55,Stock,0,1,0,,59389Q US,MCLDQ US,USD,511.06,Company Takeover,4899,4812,,7365.6,,,,,,,197.279,482.752,,,-3554.2,,,,25.1,,,1051.84,,0.123542,-0.234597,,1810.81,-25.1519,-187.599,,60.7,,-28.9078,,37.4647,,73.4672,,-2.06698,,0.664934,,2.99351,,,,-3594.72,,,,,,
1998-03-26,Yankee Candle Co Inc/The,Forstmann Little & Co,500.00,Undisclosed,0,0,0,,YCC US,1004Q US,USD,,Majority purchase,3999,6799,1223.05,,,,,,,,,,,68.012,,,,61.566,,,,,334.279,,,786.857,,59.5531,,210.403,,22.8892,,69.4609,,551.187,,2.50668,,1.61828,,8.99192,,,,56.912,,,,-0.734919,,,
2008-02-11,Danger Inc,Microsoft Corp,500.00,Cash,1,0,0,,DNGR US,MSFT US,USD,,Company Takeover,7371,7372,,619003,2.95384e+06,26.5999,,3.48,,24.234,,3.59281e+06,-17.1969,,119262,,32488,,938,2.87266,2.97429,95954,,25.729,,,281724,,34.3908,,168205,,45.622,,18.1233,,32.6611,,53.8901,,1.35345,,1.84844,,18.1009,,101832,,,,20.8605,,-0.128091
2019-07-23,Old Line Bancshares Inc,WesBanco Inc,499.93,Stock,0,1,0,,OLBK US,WSBC US,USD,491.20,Company Takeover,6022,6021,2950.01,27696.3,3363,12.1543,0.46,1.49,22.4258,66.8611,493.145,2224.41,5.38507,36.7623,223.105,,,,,-0.085685,-0.778596,,,,,123.255,1438.69,9.7057,6.2887,,,36.68,28.463,9.03578,5.84629,71.8925,40.1598,,,,,8.73922,7.19951,-2.46598,,27.2177,223.105,45.787,61.8393,40.102,48.2332,,
2001-01-10,Fritz Cos Inc,United Parcel Service Inc,499.81,Stock,0,1,0,8.06,FRTZ US,UPS US,USD,502.55,Company Takeover,4731,4210,825.232,73090,94713.1,15.5332,,6.56,,99.8744,411.689,84202.4,14.3337,6.144,5572,,,,,-6.50679,-3.18107,70362,983.942,14.806,1.465,1612.69,88661,2.24138,33.8261,67.153,12563,2.40468,8.87312,14.465,39.1162,43.5093,175.884,,6.94351,1.33664,1.21927,2.88268,4.34542,,-3.7733,17.425,5572,,,13.5263,4.30998,,-10.6209
2011-12-08,DemandTec Inc,International Business Machine,498.58,Cash,1,0,0,,1667717D US,IBM US,USD,,"Company Takeover, Private Equity, PE Buyout",7372,,115.095,151880,224087,21.741,,6.71,,59.1713,254.463,277535,-17.8851,-19.307,10593,32.299,8316,,1220,-3.73116,5.54247,28238,33.195,17.0161,-0.363135,82.418,67535,-34.6059,35.3371,-7.176,16881,-16.46,16.0776,,42.5382,,197.328,-144.319,5.59979,1.48182,0.955662,1.95054,4.82128,,-7.08846,-13.663,10593,,,4.00589,10.7199,,4.09405
2022-02-14,BioDelivery Sciences International Inc,Collegium Pharmaceutical Inc,498.30,Cash,1,0,0,11.10,BDSI US,COLL US,USD,498.30,"Company Takeover, Tender Offer, Squeeze out",2834,2834,324.596,1656.83,1292.67,19.1116,,,,,306.449,1468.06,-12.3434,84.86,62.87,,,23.711,40.912,41.9128,-10.549,317.31,23.373,12.8018,0.448998,166.703,780.567,57.327,23.7014,44.884,407.157,22.2695,23.0135,18.2833,49.182,31.5975,270.113,,2.18238,2.4529,1.57129,1.9067,6.25885,,30.6336,84.86,62.87,,,35.3081,-0.40617,,-5.47836
1997-01-27,Ashland Coal Inc,Arch Resources Inc,497.00,Stock,0,1,0,,1631Q US,ARCH US,USD,,Company Takeover,1220,1221,805.077,2484.17,,,,4.14,45.3696,41.8853,331.191,2501.25,,27.282,179.451,,,41.394,244.261,,,2245.11,,19.3257,5.99555,577.204,3145.84,7.25081,12.6369,96.52,696.135,5.51296,17.3707,21.9034,6.19341,43.6167,10.3994,1.77721,36.8703,1.15665,2.4942,2.46137,1.72837,2.25431,10.3918,16.513,464.038,,,-3.62998,2.09876,0.79891,
2000-06-13,Wynn's International Inc,Parker-Hannifin Corp,496.88,Cash and Debt,1,0,1,9.29,WN US,PH US,USD,496.88,Company Takeover,5013,3490,358.972,29494,123609,37.0697,0.28,7.03,18.2539,24.3083,257.615,110925,12.5159,28.099,3536.87,,240,49.704,2839,51.199,-3.47696,12835,269.623,41.0017,2.86101,360.299,19850,18.5964,25.7887,49.341,5304,11.2487,21.8287,15.275,32.5286,35.3349,70.0752,192.995,10.5941,1.86992,1.19436,1.97469,2.28283,16.3579,12.7854,27.764,3531,,,59.1216,0.669531,8.19837,5.15094
2000-04-06,Arvin Industries Inc,Meritor Inc,495.30,Cash and Stock,1,1,0,1.64,ARV US,MTOR US,USD,490.47,Company Takeover,3714,3714,2000,2938,,,0.86,,22.7074,,580.241,2572.16,,90.8,251,35.6,76,224.2,601,,,3767,2793,5.03903,12.4077,3100.5,3833,15.9845,38.2622,290.1,340,5.73133,5.68745,26.885,37.2022,73.2561,177.724,3.4707,2.69136,1.1371,1.42889,3.14896,5.61969,-2.8883,3.94613,91.1,199,,,21.4698,1.8724,-0.72107,-3.61562
1999-07-28,Premier Bancshares Inc/GA,Truist Financial Corp,494.67,Stock,0,1,0,,PMB US,TFC US,USD,401.04,Company Takeover,6022,6021,,547538,60765.8,12.1892,,2.08,,53.7193,,62126.1,0.324618,,5307,,,,,7.26392,-1.59082,,,,,,30438,,8.42729,,,,31.2466,,12.9814,,109.034,,,,,,9.13816,,-4.17806,,5307,,53.0276,,3.08033,,
2015-11-09,C1 Financial Inc,Bank OZK,494.55,Stock,0,1,0,,BNK US,OZK US,USD,376.12,Company Takeover,6022,6022,1725.52,40785.8,5239.24,7.61485,,1.74,,28.1725,389.643,5079.81,3.42488,15.819,715.48,,,,,-0.212311,-3.06395,,,,,87.54,2805.81,8.00065,12.5349,,,32.6715,54.071,14.0248,1.13662,120.409,7.56263,,,,,8.41602,7.08444,,,14.343,715.48,22.9242,4.20472,12.288,6.60498,,
2010-10-01,ITC DeltaCom Inc,EarthLink Holdings Corp,493.54,Cash,1,0,0,5.82,ITCD US,ELNK US,USD,493.54,"Company Takeover, Private Equity",4813,7370,598.102,635.646,,,,0.2,,273.943,,595.037,,-31.833,7.68,,,,,,,442.608,221.216,1.71433,,440.344,9542.1,-16.5219,35.6927,78.397,180.228,1.69981,0.471385,51.5847,69.5201,152.274,2188.93,0.257066,1.10486,1.12419,1.01588,3.09753,31.8422,,,-24.306,500.7,,,-3.84954,,,
1998-08-11,Signal Corp,FirstMerit Corp,493.47,Stock,0,1,0,,82473Q US,FMER US,USD,,Company Takeover,6021,6021,1457.42,25524.6,,,,0.68,16.4956,49.0986,365.862,3368.25,,11.93,228.206,,,,,,,,,,,119.378,1068.52,9.5977,7.69006,,,41.0376,32.3177,23.826,8.31706,331.544,72.205,,,,,16.3903,9.04621,,5.45554,14.448,229.484,37.7256,-4.42715,34.898,2.49879,,
2010-09-16,Cellu Tissue Holdings Inc,Clearwater Paper Corp,492.23,Cash,1,0,0,8.11,CLU US,CLW US,USD,492.23,"Company Takeover, Private Equity",2621,2631,,1588.3,234.322,21.5685,,,,,150.283,279.067,-15.5747,,-18.6,,,,281.7,-41.6493,2.15577,1439.8,,3.10919,,,1555.4,-7.00643,-2.21455,,64.6,,-2.7067,,24.5609,,47.2677,,-2.105,,2.43293,,1.94517,,-44.8476,,-18.6,,,,-5.41329,,16.7839
1998-10-19,Colonial Gas Co,Eastern Enterprises,491.73,Cash or Stock,1,1,0,,3193Q US,2269312Q US,USD,,Company Takeover,4924,4924,1145.04,2019.76,,,,1.71,,72.242,,1711.25,,13.102,62.943,,,8.914,74.555,,,715.17,137.286,8.60359,,303.762,978.702,3.22841,9.46236,72.332,194.812,11.1627,11.5908,23.8711,34.2865,69.4383,88.6592,2.27892,2.8318,0.713136,1.12915,2.73068,2.72036,,-3.04829,13.102,55.093,,,6.87654,33.0002,,10.1103
2013-08-27,Hi-Tech Pharmacal Co Inc,Akorn Inc,491.45,Cash,1,0,0,16.25,HITK US,AKRXQ US,USD,491.45,Company Takeover,2834,2834,294.996,1288.64,,,1.5,,124.152,,601.487,37.3542,,9.471,-358.379,17.331,37.5,39.229,170.047,,,406.699,111.511,-2.11409,1.70353,232.384,682.429,3.65195,,33.939,-112.988,9.95034,-27.5576,0.421362,67.3341,0.506586,370.347,42.7412,-2.47449,5.00175,0.487067,1.19173,4.10508,,,16.251,-226.77,,,5.68901,-13.8182,,
2011-11-07,Tekelec Global Inc,"Bain Capital Credit LP,Blackstone Inc (Fund: Blackstone Capital Partners V LP),ZelnickMedia Corp (Fund: ZM Capital LP),Blackstone Inc (Fund: GSO Capital Solutions Fund LP),ComVest Group Inc (Fund: ComVest Investment Partners IV LP),Siris Capital Group LLC (Fund: Siris Partners II LP)",491.35,Cash,1,0,0,36.54,TKLC US,,USD,491.35,"Company Takeover, Private Equity, Going Private, PE Buyout",3663,,,,,,,,,,418.292,,,,,,,,,,,,,,0.193139,,,-4.91676,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-09,Talbots Inc/The,Talbots Inc/The,491.00,Debt,0,0,1,,TLB US,TLB US,USD,491.00,"Company Takeover, Cross Border",5621,5621,,,,,,,,,213.679,213.679,,,,,,,,,,,,-0.699984,-0.699984,,,-108.717,-108.717,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-20,Raytheon Applied Signal Technology Inc,Raytheon Co,490.98,Cash,1,0,0,16.80,1846176D US,RTN US,USD,490.98,"Company Takeover, Tender Offer",3669,3812,,34566,,,,3.77,,31.5859,463.986,61087.7,,,3343,,732,,671,,,21413,,20.0699,2.22628,,29176,9.09362,28.2169,,5618,,16.3628,,16.4294,,46.3403,,26.5222,,1.33613,,2.83756,,17.9789,,3343,,,,5.80349,,2.25806
1999-09-27,Motivepower Industries Inc,Westinghouse Air Brake Technologies Corp,490.45,Stock & Debt,0,1,1,7.78,0000630D US,WAB US,USD,448.10,Company Takeover,3743,3743,371.198,22069,43822.9,34.2976,,1.06,,15.447,298.518,36414.6,20.7624,32.343,1170,,223,95.824,2745,41.4148,-2.41615,7361,,14.7524,2.40568,365.218,11167,17.4863,11.0206,51.77,2515,11.0518,16.0562,28.5018,26.8839,59.4608,53.0206,6.84815,7.96889,2.23725,1.10563,2.02898,1.92017,,20.1111,32.197,1170,,,31.1181,18.0034,,2.82802
2021-07-29,Misonix Inc,Bioventus Inc,489.98,Cash or Stock,1,1,0,,MSON US,BVS US,USD,445.14,Company Takeover,3821,3841,198.86,727.956,717.557,43.9828,,,,,386.155,551.184,16.1962,-14.4733,7.821,5.02946,13.639,15.7522,92.475,-14.9754,-0.802752,181.798,21.3878,1.40155,,74.0241,573.28,-10.2702,4.96833,-6.46296,40.98,-14.908,-2.08955,23.6997,48.9116,34.8591,191.836,-3.04871,-0.308801,2.61177,1.30995,1.42871,4.78606,,,-14.4733,-33.542,,,-2.43519,-10.2297,,
1999-09-22,US Bioscience Inc,Medimmune LLC,488.23,Stock,0,1,0,,2986Q US,2207158D US,USD,,Company Takeover,8731,2836,52.722,,,,,,,,266.429,8649.9,,-10.722,,19.042,,2.873,,,,,,0.982896,-0.407113,29.471,,-21.7544,10.3211,-8.015,,-30.2161,,3.82762,,5.21003,,-59.7651,,2.61816,,1.3422,,,,-9.054,,,,-15.4839,,,
1999-08-09,OEC Medical Systems Inc,General Electric Co,488.18,Stock,0,1,0,15.13,OXE US,GE US,USD,472.65,Company Takeover,3841,3724,,130169,349748,51.5778,,1.44,,17.7635,447.604,323052,9.10139,,8704,,1580,,11868,66.023,-2.66318,28968,,9.59988,1.89438,,45855,11.4931,45.7864,,10097,,18.685,,16.5608,,114.07,,10.1637,,1.04146,,6.66252,,19.7944,,8704,,,,5.70814,,-8.81066
2000-11-09,General Dynamics Ordnance and Tactical Systems Inc,General Dynamics Corp,486.74,Cash,1,0,0,,231827Q US,GD US,USD,486.74,Company Takeover,3812,3730,450.429,57249,98092,23.4964,0.3,6,14.7604,38.4086,302.25,91029.4,8.13293,21.364,4210,10.4,486,116.75,9232,42.6744,3.45407,44599,396.987,23.3386,,544.352,52550,11.6435,17.6575,69.204,6594,8.13077,10.1922,33.3016,17.099,83.0436,38.2054,3.71777,13.3234,2.02389,1.44368,2.6632,2.37242,,7.19093,20.433,4210,,,-4.43549,2.44989,,6.1306
2003-11-20,Allegiant Bancorp Inc,National City Corp,486.02,Cash or Stock,1,1,0,,0897262D US,NCC US,USD,509.36,Company Takeover,6021,6021,2452.83,150374,,,,0.64,27.9571,314.936,,3563,,,-4332.84,,,,,,,,,,,144.982,11791.3,,-59.0569,,,36.0319,13.9345,21.965,23.3068,271.335,261.395,,,,,13.2781,10.3815,-22.5467,,22.86,313.975,7.85545,-18.7957,2.01779,7.2638,,
2018-02-14,Layne Christensen Co,Granite Construction Inc,485.97,Stock,0,1,0,19.09,LAYN US,GVA US,USD,445.44,Company Takeover,1700,1600,370.189,4030.39,5701.16,30.3872,,0.52,,11.7602,283.032,5017.35,14.1006,-1.706,193.003,,,20.02,143.129,60.9972,-3.34092,3713.16,374.504,10.1737,1.53189,475.517,4424.38,-2.86689,17.5915,25.453,469.379,-0.322807,6.38386,44.8587,37.1567,288.538,122.597,-0.0896612,5.98111,0.972816,1.22304,5.77091,3.21566,,12.7893,-27.311,193.003,,,-15.1237,33.2073,,9.2871
1998-04-20,Atria Communities Inc,Kapson Senior Quarters Corp,485.27,Cash,1,0,0,24.32,2510Q US,KPSQ US,USD,485.27,Majority purchase,8052,8052,,170.511,,,,,,,403.391,115.281,,,-2.495,,,,,,,23.603,,0.747097,1.30659,,37.221,5.86714,,,5.79,,6.83216,,49.8202,,115.596,,0.32428,,3.09112,,3.47162,,,,-2.495,,,,77.6378,,
2011-06-13,EMS Technologies Inc,Honeywell International Inc,484.86,Cash,1,0,0,12.46,ELMG US,HON US,USD,481.02,"Company Takeover, Tender Offer",3663,3714,,73681,155245,27.4229,,4.58,,66.3051,511.652,123941,26.0678,,4729,,1812,,6162,22.208,0.420754,23613,,10.8699,1.7316,,37442,2.20639,29.081,,7196,,14.8844,,48.2662,,236.613,,4.14658,,1.29781,,4.57759,,2.60791,,4729,,,,-2.01473,,-2.27904
2019-05-06,Amplify Energy Corp/TX,Amplify Energy Corp,484.75,Stock,0,1,0,5.09,9987666D US,AMPY US,USD,334.37,Company Takeover,,1311,836.843,747.076,240.427,18.4447,,,,,124.463,212.499,29.8687,63.813,-27.872,,,,,27.7302,8.97436,191.201,,0.260292,5.58648,340.144,294.681,16.4047,-6.90205,133.857,65.006,23.9672,10.323,35.132,17.7314,70.5784,32.395,,2.0837,2.09443,1.05341,2.1645,1.85606,,-4.32741,54.609,12.946,,,-8.78737,1.27455,,
1998-09-02,CKS Group Inc,USWeb Corp,484.08,Stock,0,1,0,28.24,1692798D US,USWB US,USD,,Company Takeover,7311,7373,146.473,403.174,,,,,,,266.512,2944.12,,8.615,-202.406,,,4.594,,,,245.455,,1.19976,1.10649,133.602,228.6,9.02038,-50.7289,17.217,16.843,10.3936,-28.2782,1.02681,1.19601,1.58999,1.60802,,,1.96035,1.97014,1.55644,1.36357,,,7.666,-188.281,,,53.4134,,,
1999-06-07,Penn Enterprises Inc,Southern Union Co,482.25,"Cash, Stock & Debt",1,1,1,12.10,2723295Q US,SUG US,USD,482.25,Company Takeover,4924,4922,426.202,,,,1.2,,160.053,,333.082,,,11.572,,,,25.729,,,,,145.65,,3.79675,207.332,,8.06765,4.84024,32.682,,10.6814,,43.5352,,135.045,,1.95171,,0.655891,,3.20335,,32.1808,,8.701,,,,9.6114,,6.29924,
2006-11-13,Solexa Inc,Illumina Inc,481.96,Stock,0,1,0,,SLXA US,ILMN US,USD,451.31,Company Takeover,2834,3826,,6644,19601.8,24.0144,,,,,322.68,20647.3,-1.59347,,850,,967,,564,52.7791,4.78804,1473,,6.93479,,,4343,-57.814,33.3595,,1143,,18.5816,,38.4256,,93.7569,,7.9901,,2.07508,,2.54062,,-1.07258,,850,,,,5.41012,,
2020-07-01,Dime Community Bancshares Inc,Dime Community Bancshares Inc,481.93,Stock,0,1,0,,9990201D US,DCOM US,USD,538.82,Company Takeover,6035,6021,6354.46,15341.6,1412.45,12.6256,0.56,1,55.7802,42.373,373.793,1319.82,8.29659,44.171,110.682,,,,,6.42716,-1.41018,,,,,250.436,730.375,6.92731,7.83556,,,29.3642,34.6187,19.6138,5.38556,208.853,55.9865,,,,,10.5728,11.2517,,8.88223,36.186,110.682,,44.2001,,6.88605,,
2011-06-16,Sizmek Technologies Inc,Digital Generation Inc,481.32,Cash,1,0,0,31.38,0882565D US,DGIT US,USD,481.32,"Company Takeover, Tender Offer, Private Equity",7389,7389,,330.023,,,,,,,261.082,356.541,,,-4.711,,9.765,,,,,53.452,,3.27314,1.08161,,161.132,9.77868,2.3521,,22.861,,-0.603232,,,,,,-18.3396,,3.64535,,1.99756,,-23.1092,,-4.711,,,,-60.5807,,
2011-01-20,Danvers Bancorp Inc,People's United Financial Inc,479.62,Cash or Stock,1,1,0,,DNBK US,PBCT US,USD,481.27,Company Takeover,6035,6035,2853.34,64642.4,,,0.12,0.7275,10.9774,52.0988,,7625.53,,17.151,604.9,,,,,,,,,,,132.378,1994.9,,7.87006,,,23.3224,40.0063,15.4581,3.39189,154.614,27.7481,,,,,9.37593,8.50631,,21.1523,18.201,604.9,48.5022,-8.49891,14.1453,2.45769,,
2000-06-27,Jupiter Communications Inc,Jupiter Media Metrix Inc,479.36,Stock,0,1,0,,142246Q US,JMXIE US,USD,282.70,Company Takeover,,8732,,,,,,,,,,5.94247,,,,,,,,,,,,-0.171804,,,,,-153.416,,-37.9764,,,,,,,,,,,,1.23359,,,,,,,,,,
2011-11-30,Magma Design Automation Inc,Synopsys Inc,478.62,Cash,1,0,0,27.42,LAVA US,SNPS US,USD,,Company Takeover,7372,7372,,48224.5,80384.2,71.2982,,,,,385.803,89045.8,-9.96551,,1101.49,,2479.34,,365.19,-4.82787,-4.0275,1990.96,,12.1058,0.225823,,7054.18,23.3301,5.5277,,1746.32,,12.97,,29.6394,,50.4586,,2.04806,,1.61507,,1.64257,,7.14682,,1332.22,,,,268.87,,11.1631
2017-07-20,Bank Mutual Corp,Associated Banc-Corp,478.52,Stock,0,1,0,,BKMU US,ASB US,USD,498.15,Company Takeover,6035,6022,2639.04,45202.6,4320.33,9.34731,0.22,0.93,74.0024,33.1386,490.427,4275.64,2.72436,13.544,474.777,,,,,7.75898,-3.67107,,,,,112.226,2459.16,4.72151,10.0922,,,28.2515,38.8499,15.6397,9.31222,143.795,84.6044,,,,,9.21704,9.60969,,0.739494,13.544,474.777,-0.160297,43.3307,-0.358237,5.06595,,
2005-03-08,Retek Inc,Oracle Corp,477.81,Cash,1,0,0,21.36,RETK US,ORCL US,USD,477.81,"Company Takeover, Tender Offer, Additional Stake Purchase",7372,7372,172.535,168361,419333,26.6296,,1.9,,38.1042,344.855,580202,-23.9843,7.044,15425,34.189,9860,,303,-8.99272,1.10127,19193,84.542,9.06588,0.45593,174.235,57399,7.35247,70.5998,25.393,25568,6.66514,30.7984,,64.7133,,519.586,464.52,4.94075,2.20968,0.752964,1.83062,10.6101,91.8687,12.7785,7.044,12443,,,-3.19477,19.4253,,13.3367
2015-08-04,Metro Bancorp Inc,FNB Corp/PA,477.76,Stock,0,1,0,,METR US,FNB US,USD,398.89,Company Takeover,6022,6021,2905.37,50229,6029.15,10.8077,0.28,0.48,19.591,30.6553,449.03,6109.89,-0.0690773,20.273,565,,,,,16.709,-3.10896,,,,,141.575,2695,7.36262,8.66232,,,22.7637,37.9037,8.23836,8.27012,84.5861,61.4588,,,,,10.7817,7.56864,,30.7587,20.215,565,5.08061,10.589,-3.07579,3.29871,,
2002-02-19,Travelocity.com Inc,Sabre Holdings Corp,477.01,Cash,1,0,0,33.00,0554877D US,1528159D US,USD,477.01,"Company Takeover, Tender Offer, Additional Stake Purchase",4729,4729,,,,,,0.43,,,1527.51,4249.95,,,155.638,,,,,,,1578.69,,3.54153,,,,,8.72785,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,Sun Bancorp Inc/NJ,OceanFirst Financial Corp,476.30,Cash or Stock,1,1,0,,SNBC US,OCFC US,USD,467.25,Company Takeover,6029,6035,2262.26,14564.3,1045.86,13.1227,0.03,0.8,,68.4293,474.455,1030.16,3.24763,61.625,70.978,,,,,3.09685,-1.9241,,,,,82.999,687.155,20.7325,4.05996,,,12.4798,22.8477,8.15529,11.7532,57.7069,102.664,,,,,7.76405,8.46296,,,61.417,70.978,,5.38803,,8.51687,,
2004-03-14,Xicor Inc,Renesas Electronics America Inc,474.69,Cash and Stock,1,1,0,165.98,XICO US,ISIL US,USD,397.24,Company Takeover,3674,3674,,1165.34,,,,0.48,,134.896,444.33,3071.44,,,48.137,,130.846,,65.208,,,218.952,,0.647409,0.151746,,542.139,13.052,4.96696,,87.702,,11.678,,,,,,,,2.55503,,1.18866,,-6.80418,,48.137,,,,2.34697,,27.1808
1999-04-19,Healthcare Financial Partners,Heller Financial Inc,474.52,Cash or Stock,1,1,0,8.73,735609Q US,838852Q US,USD,,Company Takeover,6153,6153,504.671,,,,,,,,350.624,5177.55,,22.327,,,,,,,,,,16.4859,4.05451,62.465,,9.23114,12.098,49.432,,64.3972,,47.9845,,97.8231,,,,,,2.31683,,,,19.808,,128.131,,85.299,,,
2005-07-11,D&K Healthcare Resources LLC,McKesson Corp,474.18,Cash,1,0,0,15.04,DKHR US,MCK US,USD,474.18,"Company Takeover, Tender Offer",5122,5122,,75140,120621,27.23,,3.06,,10.6328,119.363,100896,19.9855,,4340,,,,23001,52.1124,2.71789,383813,,50.9955,2.24607,,359051,2.2545,,,5440,,1.23158,,9.83497,,,,16.6868,,0.89926,,,,14.5476,,3295,,,,11.4126,,
1999-03-01,NeXstar Pharmaceuticals Inc,Gilead Sciences Inc,472.22,Stock & Debt,0,1,1,73.25,3186Q US,GILD US,USD,,Company Takeover,2834,2836,,59023,181378,19.2993,,3.16,,46.1932,497.764,152934,19.6187,,8510,,5799,,1773,25.9607,-0.860201,6234,,10.2751,0.353795,,29443,23.4912,40.493,,12782,,34.0387,,43.273,,112.923,,9.78711,,1.5527,,2.80781,,4.38659,,8510,,,,0.0474616,,-6.58456
