deal_id,acquirer_name,acquirer_ticker,role,entity_ticker
618,Nexstar Media Group Inc,NXST US,customer,VZ US Equity
618,Nexstar Media Group Inc,NXST US,customer,GHC US Equity
618,Nexstar Media Group Inc,NXST US,customer,CMCSA US Equity
620,Westlake Corp,WLK US,supplier,WLKP US Equity
620,Westlake Corp,WLK US,supplier,CSX US Equity
620,Westlake Corp,WLK US,supplier,002153 CH Equity
620,Westlake Corp,WLK US,supplier,0764543D IN Equity
620,Westlake Corp,WLK US,supplier,300481 CH Equity
620,Westlake Corp,WLK US,customer,HD US Equity
620,Westlake Corp,WLK US,customer,LEN US Equity
620,Westlake Corp,WLK US,customer,DHI US Equity
620,Westlake Corp,WLK US,customer,WLKP US Equity
620,Westlake Corp,WLK US,customer,LOW US Equity
621,SL Green Realty Corp,SLG US,supplier,0155090D US Equity
621,SL Green Realty Corp,SLG US,supplier,0259448D US Equity
621,SL Green Realty Corp,SLG US,supplier,IBM US Equity
621,SL Green Realty Corp,SLG US,supplier,PCOR US Equity
621,SL Green Realty Corp,SLG US,customer,PSKY US Equity
621,SL Green Realty Corp,SLG US,customer,UBSG SW Equity
621,SL Green Realty Corp,SLG US,customer,TD CN Equity
621,SL Green Realty Corp,SLG US,customer,6758 JP Equity
621,SL Green Realty Corp,SLG US,customer,5350Z US Equity
622,Simon Property Group Inc,SPG US,supplier,420 HK Equity
622,Simon Property Group Inc,SPG US,supplier,601886 CH Equity
622,Simon Property Group Inc,SPG US,supplier,CLIP CN Equity
622,Simon Property Group Inc,SPG US,supplier,MEDV CN Equity
622,Simon Property Group Inc,SPG US,customer,GAP US Equity
622,Simon Property Group Inc,SPG US,customer,2307453D US Equity
622,Simon Property Group Inc,SPG US,customer,TPR US Equity
622,Simon Property Group Inc,SPG US,customer,SIG US Equity
622,Simon Property Group Inc,SPG US,customer,VSCO US Equity
623,AT&T Inc,T US,supplier,AAPL US Equity
623,AT&T Inc,T US,supplier,005930 KS Equity
623,AT&T Inc,T US,supplier,ERICB SS Equity
623,AT&T Inc,T US,supplier,AMT US Equity
623,AT&T Inc,T US,supplier,DY US Equity
623,AT&T Inc,T US,customer,IBM US Equity
623,AT&T Inc,T US,customer,SNX US Equity
623,AT&T Inc,T US,customer,SCSC US Equity
623,AT&T Inc,T US,customer,AVT US Equity
623,AT&T Inc,T US,customer,8 HK Equity
624,SLB Ltd,SLB US,supplier,ARABIAND AB Equity
624,SLB Ltd,SLB US,supplier,KEMIRA FH Equity
624,SLB Ltd,SLB US,supplier,MSFT US Equity
624,SLB Ltd,SLB US,supplier,SUBC NO Equity
624,SLB Ltd,SLB US,supplier,FUR NA Equity
624,SLB Ltd,SLB US,customer,PETR4 BZ Equity
624,SLB Ltd,SLB US,customer,EQNR NO Equity
624,SLB Ltd,SLB US,customer,BP/ LN Equity
624,SLB Ltd,SLB US,customer,ARAMCO AB Equity
624,SLB Ltd,SLB US,customer,SHEL LN Equity
627,Fidelity National Information Services Inc,FIS US,supplier,HPE US Equity
627,Fidelity National Information Services Inc,FIS US,supplier,AX-U CN Equity
627,Fidelity National Information Services Inc,FIS US,supplier,SECIS IN Equity
627,Fidelity National Information Services Inc,FIS US,supplier,PAR US Equity
627,Fidelity National Information Services Inc,FIS US,supplier,74SW FP Equity
627,Fidelity National Information Services Inc,FIS US,customer,IBM US Equity
627,Fidelity National Information Services Inc,FIS US,customer,1920336D US Equity
627,Fidelity National Information Services Inc,FIS US,customer,SABR US Equity
627,Fidelity National Information Services Inc,FIS US,customer,SNX US Equity
627,Fidelity National Information Services Inc,FIS US,customer,OGD CN Equity
628,Abbott Laboratories,ABT US,supplier,MSFT US Equity
628,Abbott Laboratories,ABT US,supplier,BABA US Equity
628,Abbott Laboratories,ABT US,supplier,AMCR US Equity
628,Abbott Laboratories,ABT US,supplier,DSFIR NA Equity
628,Abbott Laboratories,ABT US,supplier,ZTS US Equity
628,Abbott Laboratories,ABT US,customer,SNX US Equity
628,Abbott Laboratories,ABT US,customer,BOOT IN Equity
628,Abbott Laboratories,ABT US,customer,4175 TT Equity
628,Abbott Laboratories,ABT US,customer,096760 KS Equity
628,Abbott Laboratories,ABT US,customer,001060 KS Equity
629,Home Depot Inc/The,HD US,supplier,669 HK Equity
629,Home Depot Inc/The,HD US,supplier,MAS US Equity
629,Home Depot Inc/The,HD US,supplier,SWK US Equity
629,Home Depot Inc/The,HD US,supplier,066570 KS Equity
629,Home Depot Inc/The,HD US,supplier,OC US Equity
629,Home Depot Inc/The,HD US,customer,603201 CH Equity
629,Home Depot Inc/The,HD US,customer,688169 CH Equity
629,Home Depot Inc/The,HD US,customer,ARA* MM Equity
629,Home Depot Inc/The,HD US,customer,CHH US Equity
629,Home Depot Inc/The,HD US,customer,HLT US Equity
630,Amgen Inc,AMGN US,supplier,AZN LN Equity
630,Amgen Inc,AMGN US,supplier,5201 JP Equity
630,Amgen Inc,AMGN US,supplier,DIM FP Equity
630,Amgen Inc,AMGN US,supplier,CRL US Equity
630,Amgen Inc,AMGN US,supplier,ECL US Equity
630,Amgen Inc,AMGN US,customer,MCK US Equity
630,Amgen Inc,AMGN US,customer,COR US Equity
630,Amgen Inc,AMGN US,customer,CAH US Equity
630,Amgen Inc,AMGN US,customer,CI US Equity
630,Amgen Inc,AMGN US,customer,6160 HK Equity
631,Cboe Global Markets Inc,CBOE US,supplier,3747 JP Equity
631,Cboe Global Markets Inc,CBOE US,supplier,ALY CN Equity
631,Cboe Global Markets Inc,CBOE US,customer,ONCO CN Equity
632,Truist Financial Corp,TFC US,supplier,ADBE US Equity
632,Truist Financial Corp,TFC US,supplier,GNL US Equity
632,Truist Financial Corp,TFC US,supplier,BBOX IN Equity
632,Truist Financial Corp,TFC US,supplier,IVT US Equity
632,Truist Financial Corp,TFC US,supplier,004800 KS Equity
632,Truist Financial Corp,TFC US,customer,RENG IN Equity
633,Ares Capital Corp,ARCC US,supplier,NEWT US Equity
633,Ares Capital Corp,ARCC US,customer,DKS US Equity
634,Welltower Inc,WELL US,supplier,OHI US Equity
634,Welltower Inc,WELL US,supplier,NHI US Equity
634,Welltower Inc,WELL US,customer,SRZ US Equity
634,Welltower Inc,WELL US,customer,1685156D CN Equity
634,Welltower Inc,WELL US,customer,0090187D US Equity
634,Welltower Inc,WELL US,customer,2807954Z CN Equity
634,Welltower Inc,WELL US,customer,29693Z US Equity
635,Fifth Third Bancorp,FITB US,supplier,004800 KS Equity
635,Fifth Third Bancorp,FITB US,supplier,ACIW US Equity
635,Fifth Third Bancorp,FITB US,supplier,ASCL LN Equity
635,Fifth Third Bancorp,FITB US,supplier,DBD US Equity
635,Fifth Third Bancorp,FITB US,supplier,DGII US Equity
635,Fifth Third Bancorp,FITB US,customer,USIO US Equity
638,Brandywine Realty Trust,BDN US,customer,IBM US Equity
638,Brandywine Realty Trust,BDN US,customer,ROG SW Equity
638,Brandywine Realty Trust,BDN US,customer,CMCSA US Equity
638,Brandywine Realty Trust,BDN US,customer,FMC US Equity
638,Brandywine Realty Trust,BDN US,customer,1819520D US Equity
640,Devon Energy Corp,DVN US,supplier,AROC US Equity
640,Devon Energy Corp,DVN US,supplier,VK FP Equity
640,Devon Energy Corp,DVN US,supplier,DNOW US Equity
640,Devon Energy Corp,DVN US,supplier,NINEQ US Equity
640,Devon Energy Corp,DVN US,supplier,ITT US Equity
640,Devon Energy Corp,DVN US,customer,CNA LN Equity
642,Tenet Healthcare Corp,THC US,supplier,ORCL US Equity
642,Tenet Healthcare Corp,THC US,supplier,HR US Equity
642,Tenet Healthcare Corp,THC US,supplier,DOC US Equity
642,Tenet Healthcare Corp,THC US,supplier,GNRC US Equity
642,Tenet Healthcare Corp,THC US,supplier,300760 CH Equity
642,Tenet Healthcare Corp,THC US,customer,0019676D US Equity
642,Tenet Healthcare Corp,THC US,customer,67995MF US Equity
642,Tenet Healthcare Corp,THC US,customer,9877893Z US Equity
646,Travelers Cos Inc/The,TRV US,supplier,1892140D US Equity
646,Travelers Cos Inc/The,TRV US,supplier,AVPT US Equity
646,Travelers Cos Inc/The,TRV US,supplier,BLNK US Equity
646,Travelers Cos Inc/The,TRV US,supplier,CON US Equity
646,Travelers Cos Inc/The,TRV US,supplier,CRTA LN Equity
647,NuStar Energy LP,NS US,supplier,1623420D US Equity
647,NuStar Energy LP,NS US,supplier,7165Z US Equity
647,NuStar Energy LP,NS US,supplier,DINO US Equity
647,NuStar Energy LP,NS US,supplier,HEP US Equity
647,NuStar Energy LP,NS US,supplier,PSX US Equity
647,NuStar Energy LP,NS US,customer,010060 KS Equity
647,NuStar Energy LP,NS US,customer,7165Z US Equity
647,NuStar Energy LP,NS US,customer,DINO US Equity
647,NuStar Energy LP,NS US,customer,MRO US Equity
647,NuStar Energy LP,NS US,customer,OCI NA Equity
649,Pfizer Inc,PFE US,supplier,BNTX US Equity
649,Pfizer Inc,PFE US,supplier,ORCL US Equity
649,Pfizer Inc,PFE US,supplier,DIM FP Equity
649,Pfizer Inc,PFE US,supplier,BMY US Equity
649,Pfizer Inc,PFE US,supplier,5201 JP Equity
649,Pfizer Inc,PFE US,customer,MCK US Equity
649,Pfizer Inc,PFE US,customer,COR US Equity
649,Pfizer Inc,PFE US,customer,CAH US Equity
649,Pfizer Inc,PFE US,customer,BMY US Equity
649,Pfizer Inc,PFE US,customer,3352Z US Equity
651,Altaba Inc,ATBA AV,supplier,000676 CH Equity
651,Altaba Inc,ATBA AV,supplier,079940 KS Equity
651,Altaba Inc,ATBA AV,supplier,123570 KS Equity
651,Altaba Inc,ATBA AV,supplier,1737 TT Equity
651,Altaba Inc,ATBA AV,supplier,1993450D US Equity
651,Altaba Inc,ATBA AV,customer,066570 KS Equity
651,Altaba Inc,ATBA AV,customer,2450 TT Equity
651,Altaba Inc,ATBA AV,customer,2585 JP Equity
651,Altaba Inc,ATBA AV,customer,300729 CH Equity
651,Altaba Inc,ATBA AV,customer,5410 TT Equity
652,PepsiCo Inc,PEP US,supplier,AMCR US Equity
652,PepsiCo Inc,PEP US,supplier,BALL US Equity
652,PepsiCo Inc,PEP US,supplier,MKC US Equity
652,PepsiCo Inc,PEP US,supplier,CELH US Equity
652,PepsiCo Inc,PEP US,supplier,CCK US Equity
652,PepsiCo Inc,PEP US,customer,WMT US Equity
652,PepsiCo Inc,PEP US,customer,KR US Equity
652,PepsiCo Inc,PEP US,customer,AMZN US Equity
652,PepsiCo Inc,PEP US,customer,COST US Equity
652,PepsiCo Inc,PEP US,customer,TSCO LN Equity
655,MPLX LP,MPLX US,supplier,DNOW US Equity
655,MPLX LP,MPLX US,supplier,CSX US Equity
655,MPLX LP,MPLX US,supplier,ENLC US Equity
655,MPLX LP,MPLX US,supplier,EQT US Equity
655,MPLX LP,MPLX US,supplier,ET US Equity
655,MPLX LP,MPLX US,customer,MPC US Equity
655,MPLX LP,MPLX US,customer,AR US Equity
655,MPLX LP,MPLX US,customer,PQUEQ US Equity
656,Huntington Bancshares Inc/OH,HBAN US,supplier,004800 KS Equity
656,Huntington Bancshares Inc/OH,HBAN US,supplier,FCPT US Equity
656,Huntington Bancshares Inc/OH,HBAN US,supplier,FISV US Equity
656,Huntington Bancshares Inc/OH,HBAN US,supplier,NICE IT Equity
657,SOUTHSTATE BANK CORP,SSB US,supplier,BLND US Equity
657,SOUTHSTATE BANK CORP,SSB US,supplier,MUST SP Equity
657,SOUTHSTATE BANK CORP,SSB US,supplier,RPR-U CN Equity
657,SOUTHSTATE BANK CORP,SSB US,supplier,VYX US Equity
658,Gartner Inc,IT US,supplier,000977 CH Equity
658,Gartner Inc,IT US,supplier,PDM US Equity
658,Gartner Inc,IT US,supplier,002189 CH Equity
658,Gartner Inc,IT US,supplier,0834326D US Equity
658,Gartner Inc,IT US,supplier,1647533D US Equity
658,Gartner Inc,IT US,customer,294090 KS Equity
658,Gartner Inc,IT US,customer,301165 CH Equity
658,Gartner Inc,IT US,customer,3352Z US Equity
658,Gartner Inc,IT US,customer,APGTQ US Equity
658,Gartner Inc,IT US,customer,AWTC MK Equity
660,Chord Energy Corp,CHRD US,supplier,DNOW US Equity
660,Chord Energy Corp,CHRD US,supplier,SLB US Equity
660,Chord Energy Corp,CHRD US,supplier,000065 CH Equity
660,Chord Energy Corp,CHRD US,supplier,NOG US Equity
660,Chord Energy Corp,CHRD US,supplier,SMC US Equity
660,Chord Energy Corp,CHRD US,customer,PSX US Equity
660,Chord Energy Corp,CHRD US,customer,1448460D US Equity
660,Chord Energy Corp,CHRD US,customer,DNOW US Equity
660,Chord Energy Corp,CHRD US,customer,SHEL LN Equity
661,General Electric Co,GE US,supplier,SAF FP Equity
661,General Electric Co,GE US,supplier,MTX GR Equity
661,General Electric Co,GE US,supplier,HWM US Equity
661,General Electric Co,GE US,supplier,SARO US Equity
661,General Electric Co,GE US,supplier,ATI US Equity
661,General Electric Co,GE US,customer,3352Z US Equity
661,General Electric Co,GE US,customer,BA US Equity
661,General Electric Co,GE US,customer,AIR FP Equity
661,General Electric Co,GE US,customer,UAL US Equity
661,General Electric Co,GE US,customer,AAL US Equity
662,Microchip Technology Inc,MCHP US,supplier,GFS US Equity
662,Microchip Technology Inc,MCHP US,supplier,AMKR US Equity
662,Microchip Technology Inc,MCHP US,supplier,MU US Equity
662,Microchip Technology Inc,MCHP US,supplier,IFX GR Equity
662,Microchip Technology Inc,MCHP US,supplier,KLAC US Equity
662,Microchip Technology Inc,MCHP US,customer,ARW US Equity
662,Microchip Technology Inc,MCHP US,customer,3036 TT Equity
662,Microchip Technology Inc,MCHP US,customer,AVT US Equity
662,Microchip Technology Inc,MCHP US,customer,066570 KS Equity
662,Microchip Technology Inc,MCHP US,customer,4919 TT Equity
663,Xerox Holdings Corp,XRX US,supplier,4901 JP Equity
663,Xerox Holdings Corp,XRX US,supplier,FLEX US Equity
663,Xerox Holdings Corp,XRX US,supplier,HPE US Equity
663,Xerox Holdings Corp,XRX US,supplier,TCS IN Equity
663,Xerox Holdings Corp,XRX US,supplier,JBL US Equity
663,Xerox Holdings Corp,XRX US,customer,SNX US Equity
663,Xerox Holdings Corp,XRX US,customer,VREX US Equity
663,Xerox Holdings Corp,XRX US,customer,CCC LN Equity
663,Xerox Holdings Corp,XRX US,customer,CDW US Equity
663,Xerox Holdings Corp,XRX US,customer,NSIT US Equity
665,Dauch Corporation,DCH US,supplier,SKFB SS Equity
665,Dauch Corporation,DCH US,supplier,TKR US Equity
665,Dauch Corporation,DCH US,supplier,SRI US Equity
665,Dauch Corporation,DCH US,supplier,TEN IM Equity
665,Dauch Corporation,DCH US,supplier,AH TB Equity
665,Dauch Corporation,DCH US,customer,GM US Equity
665,Dauch Corporation,DCH US,customer,F US Equity
665,Dauch Corporation,DCH US,customer,STLA US Equity
665,Dauch Corporation,DCH US,customer,MBG GR Equity
665,Dauch Corporation,DCH US,customer,BMW GR Equity
666,Crestwood Equity Partners LP,CEQP US,customer,SPH US Equity
668,Medtronic PLC,MDT US,supplier,FLEX US Equity
668,Medtronic PLC,MDT US,supplier,CLS CN Equity
668,Medtronic PLC,MDT US,supplier,JBL US Equity
668,Medtronic PLC,MDT US,supplier,TTMI US Equity
668,Medtronic PLC,MDT US,supplier,FII FP Equity
668,Medtronic PLC,MDT US,customer,4104 TT Equity
668,Medtronic PLC,MDT US,customer,300246 CH Equity
668,Medtronic PLC,MDT US,customer,CNMD US Equity
668,Medtronic PLC,MDT US,customer,VIVO US Equity
668,Medtronic PLC,MDT US,customer,3079 JP Equity
670,UnitedHealth Group Inc,UNH US,supplier,VRTX US Equity
670,UnitedHealth Group Inc,UNH US,supplier,INCY US Equity
670,UnitedHealth Group Inc,UNH US,supplier,AZN LN Equity
670,UnitedHealth Group Inc,UNH US,supplier,NOVOB DC Equity
670,UnitedHealth Group Inc,UNH US,supplier,BMY US Equity
670,UnitedHealth Group Inc,UNH US,customer,9877893Z US Equity
670,UnitedHealth Group Inc,UNH US,customer,3352Z US Equity
670,UnitedHealth Group Inc,UNH US,customer,IBM US Equity
670,UnitedHealth Group Inc,UNH US,customer,WMT US Equity
670,UnitedHealth Group Inc,UNH US,customer,STOKS1 US Equity
672,United Airlines Holdings Inc,UAL US,supplier,BA US Equity
672,United Airlines Holdings Inc,UAL US,supplier,GE US Equity
672,United Airlines Holdings Inc,UAL US,supplier,RTX US Equity
672,United Airlines Holdings Inc,UAL US,supplier,AIR FP Equity
672,United Airlines Holdings Inc,UAL US,supplier,HON US Equity
672,United Airlines Holdings Inc,UAL US,customer,0219682Z US Equity
672,United Airlines Holdings Inc,UAL US,customer,300240 CH Equity
672,United Airlines Holdings Inc,UAL US,customer,3352Z US Equity
672,United Airlines Holdings Inc,UAL US,customer,AC CN Equity
672,United Airlines Holdings Inc,UAL US,customer,CAT US Equity
673,Chicago Bridge & Iron Co NV,CBI US,supplier,AEP US Equity
673,Chicago Bridge & Iron Co NV,CBI US,supplier,BOOM US Equity
673,Chicago Bridge & Iron Co NV,CBI US,supplier,BRK/A US Equity
673,Chicago Bridge & Iron Co NV,CBI US,supplier,CNP US Equity
673,Chicago Bridge & Iron Co NV,CBI US,supplier,DUK US Equity
673,Chicago Bridge & Iron Co NV,CBI US,customer,010950 KS Equity
673,Chicago Bridge & Iron Co NV,CBI US,customer,267250 KS Equity
673,Chicago Bridge & Iron Co NV,CBI US,customer,LAC CN Equity
674,Blackstone Inc,BX US,supplier,ORCL US Equity
674,Blackstone Inc,BX US,supplier,EGP US Equity
674,Blackstone Inc,BX US,supplier,600693 CH Equity
674,Blackstone Inc,BX US,supplier,BE US Equity
674,Blackstone Inc,BX US,supplier,ULTP LN Equity
674,Blackstone Inc,BX US,customer,002284 CH Equity
674,Blackstone Inc,BX US,customer,002292 CH Equity
674,Blackstone Inc,BX US,customer,0613968D US Equity
674,Blackstone Inc,BX US,customer,1513 TT Equity
674,Blackstone Inc,BX US,customer,2734 TT Equity
677,Adobe Inc,ADBE US,supplier,NVDA US Equity
677,Adobe Inc,ADBE US,supplier,KRC US Equity
677,Adobe Inc,ADBE US,supplier,IBM US Equity
677,Adobe Inc,ADBE US,supplier,MSFT US Equity
677,Adobe Inc,ADBE US,supplier,PLUS US Equity
677,Adobe Inc,ADBE US,customer,TSCO LN Equity
677,Adobe Inc,ADBE US,customer,SNX US Equity
677,Adobe Inc,ADBE US,customer,AMZN US Equity
677,Adobe Inc,ADBE US,customer,JPM US Equity
677,Adobe Inc,ADBE US,customer,HPQ US Equity
678,Arch Resources Inc,ARCH US,supplier,AEE US Equity
678,Arch Resources Inc,ARCH US,supplier,AEP US Equity
678,Arch Resources Inc,ARCH US,supplier,BRK/A US Equity
678,Arch Resources Inc,ARCH US,supplier,D US Equity
678,Arch Resources Inc,ARCH US,supplier,FE US Equity
678,Arch Resources Inc,ARCH US,customer,004020 KS Equity
678,Arch Resources Inc,ARCH US,customer,1087605D SP Equity
678,Arch Resources Inc,ARCH US,customer,5411 JP Equity
678,Arch Resources Inc,ARCH US,customer,SO US Equity
678,Arch Resources Inc,ARCH US,customer,TATA IN Equity
679,Avis Budget Group Inc,CAR US,supplier,VRRM US Equity
679,Avis Budget Group Inc,CAR US,supplier,AENA SM Equity
679,Avis Budget Group Inc,CAR US,supplier,DSY FP Equity
679,Avis Budget Group Inc,CAR US,supplier,ORCL US Equity
679,Avis Budget Group Inc,CAR US,supplier,RKT LN Equity
679,Avis Budget Group Inc,CAR US,customer,EIH IN Equity
679,Avis Budget Group Inc,CAR US,customer,001740 KS Equity
679,Avis Budget Group Inc,CAR US,customer,034730 KS Equity
679,Avis Budget Group Inc,CAR US,customer,068400 KS Equity
679,Avis Budget Group Inc,CAR US,customer,1059297Z BH Equity
680,Maxar Technologies Inc,MAXR US,supplier,ASTR US Equity
680,Maxar Technologies Inc,MAXR US,supplier,CGY CN Equity
680,Maxar Technologies Inc,MAXR US,supplier,HEI US Equity
680,Maxar Technologies Inc,MAXR US,supplier,LHX US Equity
680,Maxar Technologies Inc,MAXR US,supplier,LMT US Equity
680,Maxar Technologies Inc,MAXR US,customer,0219682Z US Equity
680,Maxar Technologies Inc,MAXR US,customer,0219834Z US Equity
680,Maxar Technologies Inc,MAXR US,customer,TOM2 NA Equity
680,Maxar Technologies Inc,MAXR US,customer,32588Z US Equity
680,Maxar Technologies Inc,MAXR US,customer,0054724D US Equity
682,QUALCOMM Inc,QCOM US,supplier,2330 TT Equity
682,QUALCOMM Inc,QCOM US,supplier,005930 KS Equity
682,QUALCOMM Inc,QCOM US,supplier,GFS US Equity
682,QUALCOMM Inc,QCOM US,supplier,AMKR US Equity
682,QUALCOMM Inc,QCOM US,supplier,3711 TT Equity
682,QUALCOMM Inc,QCOM US,customer,AAPL US Equity
682,QUALCOMM Inc,QCOM US,customer,005930 KS Equity
682,QUALCOMM Inc,QCOM US,customer,1810 HK Equity
682,QUALCOMM Inc,QCOM US,customer,META US Equity
682,QUALCOMM Inc,QCOM US,customer,3036 TT Equity
684,UnitedHealth Group Inc,UNH US,supplier,VRTX US Equity
684,UnitedHealth Group Inc,UNH US,supplier,INCY US Equity
684,UnitedHealth Group Inc,UNH US,supplier,AZN LN Equity
684,UnitedHealth Group Inc,UNH US,supplier,NOVOB DC Equity
684,UnitedHealth Group Inc,UNH US,supplier,BMY US Equity
684,UnitedHealth Group Inc,UNH US,customer,9877893Z US Equity
684,UnitedHealth Group Inc,UNH US,customer,3352Z US Equity
684,UnitedHealth Group Inc,UNH US,customer,IBM US Equity
684,UnitedHealth Group Inc,UNH US,customer,WMT US Equity
684,UnitedHealth Group Inc,UNH US,customer,STOKS1 US Equity
685,AES Corp/The,AES US,supplier,FLNC US Equity
685,AES Corp/The,AES US,supplier,PWR US Equity
685,AES Corp/The,AES US,supplier,006400 KS Equity
685,AES Corp/The,AES US,supplier,047050 KS Equity
685,AES Corp/The,AES US,supplier,TGNO2 AR Equity
685,AES Corp/The,AES US,customer,PE&OLES* MM Equity
685,AES Corp/The,AES US,customer,TSCO LN Equity
685,AES Corp/The,AES US,customer,FROTO TI Equity
685,AES Corp/The,AES US,customer,COLR BB Equity
685,AES Corp/The,AES US,customer,FRES LN Equity
686,Exact Sciences Corp,EXAS US,supplier,1724622D US Equity
686,Exact Sciences Corp,EXAS US,supplier,ILMN US Equity
686,Exact Sciences Corp,EXAS US,supplier,PFE US Equity
686,Exact Sciences Corp,EXAS US,supplier,1176L US Equity
686,Exact Sciences Corp,EXAS US,supplier,1411948D US Equity
686,Exact Sciences Corp,EXAS US,customer,9877893Z US Equity
686,Exact Sciences Corp,EXAS US,customer,UNH US Equity
686,Exact Sciences Corp,EXAS US,customer,0867843D US Equity
686,Exact Sciences Corp,EXAS US,customer,2072378D US Equity
686,Exact Sciences Corp,EXAS US,customer,8185220Z US Equity
687,United Natural Foods Inc,UNFI US,supplier,UPS US Equity
687,United Natural Foods Inc,UNFI US,supplier,GIS US Equity
687,United Natural Foods Inc,UNFI US,supplier,PPC US Equity
687,United Natural Foods Inc,UNFI US,supplier,VITL US Equity
687,United Natural Foods Inc,UNFI US,supplier,TEVA IT Equity
687,United Natural Foods Inc,UNFI US,customer,AD NA Equity
687,United Natural Foods Inc,UNFI US,customer,ARMK US Equity
687,United Natural Foods Inc,UNFI US,customer,HCWC US Equity
687,United Natural Foods Inc,UNFI US,customer,NGVC US Equity
687,United Natural Foods Inc,UNFI US,customer,0233704Z US Equity
690,SWK Holdings Corp,SWKH US,customer,TVRD US Equity
692,PulteGroup Inc,PHM US,supplier,STRL US Equity
692,PulteGroup Inc,PHM US,supplier,WMS US Equity
692,PulteGroup Inc,PHM US,supplier,PCYO US Equity
692,PulteGroup Inc,PHM US,supplier,BLDR US Equity
692,PulteGroup Inc,PHM US,supplier,CDNL US Equity
693,Johnson Controls Inc,1436513D US,supplier,FE US Equity
694,American Airlines Group Inc,AAL US,supplier,BA US Equity
694,American Airlines Group Inc,AAL US,supplier,GE US Equity
694,American Airlines Group Inc,AAL US,supplier,RTX US Equity
694,American Airlines Group Inc,AAL US,supplier,RJETQ US Equity
694,American Airlines Group Inc,AAL US,supplier,7531668Z US Equity
694,American Airlines Group Inc,AAL US,customer,293 HK Equity
694,American Airlines Group Inc,AAL US,customer,003490 KS Equity
694,American Airlines Group Inc,AAL US,customer,0108529D US Equity
694,American Airlines Group Inc,AAL US,customer,0118883D FS Equity
694,American Airlines Group Inc,AAL US,customer,0207499D JP Equity
696,HP Inc,HPQ US,supplier,2356 TT Equity
696,HP Inc,HPQ US,supplier,INTC US Equity
696,HP Inc,HPQ US,supplier,2382 TT Equity
696,HP Inc,HPQ US,supplier,3231 TT Equity
696,HP Inc,HPQ US,supplier,7751 JP Equity
696,HP Inc,HPQ US,customer,SNX US Equity
696,HP Inc,HPQ US,customer,BBY US Equity
696,HP Inc,HPQ US,customer,941 HK Equity
696,HP Inc,HPQ US,customer,CDW US Equity
696,HP Inc,HPQ US,customer,CCC LN Equity
697,Dillard's Inc,DDS US,supplier,PVH US Equity
697,Dillard's Inc,DDS US,supplier,RL US Equity
697,Dillard's Inc,DDS US,supplier,BOSS GR Equity
697,Dillard's Inc,DDS US,supplier,NKE US Equity
697,Dillard's Inc,DDS US,supplier,LEVI US Equity
698,Medtronic PLC,MDT US,supplier,FLEX US Equity
698,Medtronic PLC,MDT US,supplier,CLS CN Equity
698,Medtronic PLC,MDT US,supplier,JBL US Equity
698,Medtronic PLC,MDT US,supplier,TTMI US Equity
698,Medtronic PLC,MDT US,supplier,FII FP Equity
698,Medtronic PLC,MDT US,customer,4104 TT Equity
698,Medtronic PLC,MDT US,customer,300246 CH Equity
698,Medtronic PLC,MDT US,customer,CNMD US Equity
698,Medtronic PLC,MDT US,customer,VIVO US Equity
698,Medtronic PLC,MDT US,customer,3079 JP Equity
699,Avantax Inc,AVTA US,supplier,LMRT SP Equity
699,Avantax Inc,AVTA US,supplier,QMCI US Equity
701,Antero Midstream Corp,AM US,supplier,AR US Equity
701,Antero Midstream Corp,AM US,customer,AR US Equity
703,XPO Inc,XPO US,supplier,EXTR US Equity
703,XPO Inc,XPO US,supplier,AES US Equity
703,XPO Inc,XPO US,supplier,PEG US Equity
703,XPO Inc,XPO US,supplier,TXNM US Equity
703,XPO Inc,XPO US,supplier,EIX US Equity
703,XPO Inc,XPO US,customer,BP/ LN Equity
703,XPO Inc,XPO US,customer,LOW US Equity
703,XPO Inc,XPO US,customer,7201 JP Equity
703,XPO Inc,XPO US,customer,NESN SW Equity
703,XPO Inc,XPO US,customer,ADM US Equity
704,Blackstone Inc,BX US,supplier,ORCL US Equity
704,Blackstone Inc,BX US,supplier,EGP US Equity
704,Blackstone Inc,BX US,supplier,600693 CH Equity
704,Blackstone Inc,BX US,supplier,BE US Equity
704,Blackstone Inc,BX US,supplier,ULTP LN Equity
704,Blackstone Inc,BX US,customer,002284 CH Equity
704,Blackstone Inc,BX US,customer,002292 CH Equity
704,Blackstone Inc,BX US,customer,0613968D US Equity
704,Blackstone Inc,BX US,customer,1513 TT Equity
704,Blackstone Inc,BX US,customer,2734 TT Equity
705,Saks Inc,SKS US,supplier,UE US Equity
705,Saks Inc,SKS US,customer,GCARSOA1 MM Equity
708,Industrial Logistics Properties Trust,ILPT US,customer,FDX US Equity
708,Industrial Logistics Properties Trust,ILPT US,customer,AMZN US Equity
708,Industrial Logistics Properties Trust,ILPT US,customer,HD US Equity
708,Industrial Logistics Properties Trust,ILPT US,customer,9806Z US Equity
708,Industrial Logistics Properties Trust,ILPT US,customer,RH US Equity
709,Lumen Technologies Inc,LUMN US,supplier,DY US Equity
709,Lumen Technologies Inc,LUMN US,supplier,GLW US Equity
709,Lumen Technologies Inc,LUMN US,supplier,PWR US Equity
709,Lumen Technologies Inc,LUMN US,supplier,INFN US Equity
709,Lumen Technologies Inc,LUMN US,supplier,CIEN US Equity
